x	y	key	label	showSelected1	showSelected2	PANEL
0	1	1	18	infinite	0.78	2
0	1	1	18	infinite	0.82	2
0	1	1	18	infinite	0.86	2
0	0	1	20	infinite	0.9	2
0	0	1	20	infinite	0.94	2
0	0	1	20	infinite	0.98	2
0	0	1	20	infinite	1.02	2
0	0	1	20	infinite	1.06	2
0	0	1	20	infinite	1.1	2
0	0	1	20	infinite	1.14	2
0	0	1	20	infinite	1.18	2
0	0	1	20	infinite	1.22	2
0	0	1	20	infinite	1.26	2
0	0	1	20	infinite	1.3	2
0	0	1	20	infinite	1.34	2
0	0	1	20	infinite	1.38	2
0	0	1	20	infinite	1.42	2
0	0	1	20	infinite	1.46	2
0	0	1	20	infinite	1.5	2
0	0	1	20	infinite	1.54	2
0	0	1	20	infinite	1.58	2
0	0	1	20	infinite	1.62	2
0	0	1	20	infinite	1.66	2
0	0	1	20	infinite	1.7	2
0	0	1	20	infinite	1.74	2
0	0	1	20	infinite	1.78	2
0	0	1	20	infinite	1.82	2
0	0	1	20	infinite	1.86	2
0	0	1	20	infinite	1.9	2
0	0	1	20	infinite	1.94	2
0	0	1	20	infinite	1.98	2
