fill	y	x	key	showSelectedlegendfill	showSelected1	showSelected2	PANEL
#FFFFFF	0	-0.321313370696243	finite	correct	finite	-1.98	7
#FFFFFF	0	-0.303567272675942	infinite	correct	infinite	-1.34	7
#FFFFFF	0	-0.281313370696244	finite	correct	finite	-1.94	7
#FFFFFF	0	-0.263567272675942	infinite	correct	infinite	-1.3	7
#FFFFFF	0	-0.241313370696244	finite	correct	finite	-1.9	7
#FFFFFF	0	-0.223567272675943	infinite	correct	infinite	-1.26	7
#FFFFFF	0	-0.201313370696244	finite	correct	finite	-1.86	7
#FFFFFF	0	-0.183567272675943	infinite	correct	infinite	-1.22	7
#FFFFFF	0	-0.161313370696244	finite	correct	finite	-1.82	7
#FFFFFF	0	-0.143567272675943	infinite	correct	infinite	-1.18	7
#FFFFFF	0	-0.121313370696243	finite	correct	finite	-1.78	7
#FFFFFF	0	-0.103567272675942	infinite	correct	infinite	-1.14	7
#FFFFFF	0	-0.0813133706962437	finite	correct	finite	-1.74	7
#FFFFFF	0	-0.0635672726759424	infinite	correct	infinite	-1.1	7
#FFFFFF	0	-0.0413133706962436	finite	correct	finite	-1.7	7
#FFFFFF	0	-0.0235672726759424	infinite	correct	infinite	-1.06	7
#FFFFFF	0	-0.0013133706962436	finite	correct	finite	-1.66	7
#FFFFFF	0	0.0164327273240577	infinite	correct	infinite	-1.02	7
#FFFFFF	0	0.0386866293037564	finite	correct	finite	-1.62	7
#FFFFFF	0	0.0564327273240577	infinite	correct	infinite	-0.98	7
#FFFFFF	0	0.0786866293037565	finite	correct	finite	-1.58	7
#FFFFFF	0	0.0964327273240575	infinite	correct	infinite	-0.94	7
#FFFFFF	0	0.118686629303757	finite	correct	finite	-1.54	7
#FFFFFF	0	0.136432727324058	infinite	correct	infinite	-0.9	7
#FFFFFF	0	0.158686629303757	finite	correct	finite	-1.5	7
#FFFFFF	0	0.176432727324058	infinite	correct	infinite	-0.86	7
#FFFFFF	0	0.198686629303757	finite	correct	finite	-1.46	7
#FFFFFF	0	0.216432727324058	infinite	correct	infinite	-0.82	7
#FFFFFF	0	0.238686629303757	finite	correct	finite	-1.42	7
#FFFFFF	0	0.256432727324058	infinite	correct	infinite	-0.78	7
#FFFFFF	0	0.278686629303756	finite	correct	finite	-1.38	7
#FFFFFF	0	0.296432727324058	infinite	correct	infinite	-0.74	7
#FFFFFF	0	0.318686629303756	finite	correct	finite	-1.34	7
#FFFFFF	0	0.336432727324058	infinite	correct	infinite	-0.7	7
#FFFFFF	0	0.358686629303757	finite	correct	finite	-1.3	7
#FFFFFF	0	0.376432727324058	infinite	correct	infinite	-0.66	7
#FFFFFF	0	0.398686629303756	finite	correct	finite	-1.26	7
#FFFFFF	0	0.416432727324058	infinite	correct	infinite	-0.62	7
#FFFFFF	0	0.438686629303756	finite	correct	finite	-1.22	7
#FFFFFF	0	0.456432727324058	infinite	correct	infinite	-0.58	7
#FFFFFF	0	0.478686629303756	finite	correct	finite	-1.18	7
#FFFFFF	0	0.496432727324058	infinite	correct	infinite	-0.54	7
#FFFFFF	0	0.518686629303756	finite	correct	finite	-1.14	7
#FFFFFF	0	0.536432727324058	infinite	correct	infinite	-0.5	7
#FFFFFF	0	0.558686629303757	finite	correct	finite	-1.1	7
#FFFFFF	0	0.576432727324058	infinite	correct	infinite	-0.46	7
#FFFFFF	0	0.598686629303757	finite	correct	finite	-1.06	7
#FFFFFF	0	0.616432727324058	infinite	correct	infinite	-0.42	7
#FFFFFF	0	0.638686629303757	finite	correct	finite	-1.02	7
#FFFFFF	0	0.656432727324058	infinite	correct	infinite	-0.38	7
#FFFFFF	0	0.678686629303757	finite	correct	finite	-0.98	7
#FFFFFF	0	0.696432727324058	infinite	correct	infinite	-0.34	7
#FFFFFF	0	0.718686629303756	finite	correct	finite	-0.94	7
#FFFFFF	0	0.736432727324058	infinite	correct	infinite	-0.3	7
#FFFFFF	0	0.758686629303757	finite	correct	finite	-0.9	7
#FFFFFF	0	0.776432727324058	infinite	correct	infinite	-0.26	7
#FFFFFF	0	0.798686629303757	finite	correct	finite	-0.86	7
#FFFFFF	0	0.816432727324058	infinite	correct	infinite	-0.22	7
#FFFFFF	0	0.838686629303757	finite	correct	finite	-0.82	7
#FFFFFF	0	0.856432727324058	infinite	correct	infinite	-0.18	7
#FFFFFF	0	0.878686629303757	finite	correct	finite	-0.78	7
#FFFFFF	0	0.896432727324058	infinite	correct	infinite	-0.14	7
#FFFFFF	0	0.918686629303757	finite	correct	finite	-0.74	7
#FFFFFF	0	0.936432727324058	infinite	correct	infinite	-0.1	7
#FFFFFF	0	0.958686629303757	finite	correct	finite	-0.7	7
#FFFFFF	0	0.976432727324058	infinite	correct	infinite	-0.0600000000000001	7
#FFFFFF	0	0.998686629303756	finite	correct	finite	-0.66	7
#FFFFFF	0	1.01643272732406	infinite	correct	infinite	-0.02	7
#FFFFFF	0	1.03868662930376	finite	correct	finite	-0.62	7
#FFFFFF	0	1.05643272732406	infinite	correct	infinite	0.02	7
#FFFFFF	0	1.07868662930376	finite	correct	finite	-0.58	7
#FFFFFF	0	1.09643272732406	infinite	correct	infinite	0.0600000000000001	7
#FFFFFF	0	1.11868662930376	finite	correct	finite	-0.54	7
#FFFFFF	0	1.13643272732406	infinite	correct	infinite	0.1	7
#000000	1	1.13643272732406	infinite	error	infinite	0.1	7
#000000	1	1.15868662930376	finite	error	finite	-0.5	7
#000000	1	1.17643272732406	infinite	error	infinite	0.14	7
#000000	1	1.19868662930376	finite	error	finite	-0.46	7
#000000	1	1.21643272732406	infinite	error	infinite	0.18	7
#000000	1	1.23868662930376	finite	error	finite	-0.42	7
#000000	1	1.25643272732406	infinite	error	infinite	0.22	7
#000000	1	1.27868662930376	finite	error	finite	-0.38	7
#000000	1	1.29643272732406	infinite	error	infinite	0.26	7
#000000	1	1.31868662930376	finite	error	finite	-0.34	7
#000000	1	1.33643272732406	infinite	error	infinite	0.3	7
#000000	1	1.35868662930376	finite	error	finite	-0.3	7
#000000	1	1.37643272732406	infinite	error	infinite	0.34	7
#FFFFFF	0	1.39868662930376	finite	correct	finite	-0.26	7
#FFFFFF	0	1.41643272732406	infinite	correct	infinite	0.38	7
#FFFFFF	0	1.43868662930376	finite	correct	finite	-0.22	7
#FFFFFF	0	1.45643272732406	infinite	correct	infinite	0.42	7
#FFFFFF	0	1.47868662930376	finite	correct	finite	-0.18	7
#FFFFFF	0	1.49643272732406	infinite	correct	infinite	0.46	7
#FFFFFF	0	1.51868662930376	finite	correct	finite	-0.14	7
#FFFFFF	0	1.53643272732406	infinite	correct	infinite	0.5	7
#FFFFFF	0	1.55868662930376	finite	correct	finite	-0.1	7
#FFFFFF	0	1.57643272732406	infinite	correct	infinite	0.54	7
#FFFFFF	0	1.59868662930376	finite	correct	finite	-0.0600000000000001	7
#FFFFFF	0	1.61643272732406	infinite	correct	infinite	0.58	7
#FFFFFF	0	1.63868662930376	finite	correct	finite	-0.02	7
#FFFFFF	0	1.65643272732406	infinite	correct	infinite	0.62	7
#FFFFFF	0	1.67868662930376	finite	correct	finite	0.02	7
#FFFFFF	0	1.69643272732406	infinite	correct	infinite	0.66	7
#FFFFFF	0	1.71868662930376	finite	correct	finite	0.0600000000000001	7
#FFFFFF	0	1.73643272732406	infinite	correct	infinite	0.7	7
#FFFFFF	0	1.75868662930376	finite	correct	finite	0.1	7
#FFFFFF	0	1.77643272732406	infinite	correct	infinite	0.74	7
#FFFFFF	0	1.79868662930376	finite	correct	finite	0.14	7
#FFFFFF	0	1.81643272732406	infinite	correct	infinite	0.78	7
#FFFFFF	0	1.83868662930376	finite	correct	finite	0.18	7
#FFFFFF	0	1.85643272732406	infinite	correct	infinite	0.82	7
#FFFFFF	0	1.87868662930376	finite	correct	finite	0.22	7
#FFFFFF	0	1.89643272732406	infinite	correct	infinite	0.86	7
#FFFFFF	0	1.91868662930376	finite	correct	finite	0.26	7
#000000	1	1.93643272732406	infinite	error	infinite	0.9	7
#000000	1	1.95868662930376	finite	error	finite	0.3	7
#000000	1	1.97643272732406	infinite	error	infinite	0.94	7
#000000	1	1.99868662930376	finite	error	finite	0.34	7
#000000	1	2.01643272732406	infinite	error	infinite	0.98	7
#000000	1	2.03868662930376	finite	error	finite	0.38	7
#000000	1	2.05643272732406	infinite	error	infinite	1.02	7
#000000	1	2.07868662930376	finite	error	finite	0.42	7
#000000	1	2.09643272732406	infinite	error	infinite	1.06	7
#000000	1	2.11868662930376	finite	error	finite	0.46	7
#000000	1	2.13643272732406	infinite	error	infinite	1.1	7
#000000	1	2.15868662930376	finite	error	finite	0.5	7
#000000	1	2.17643272732406	infinite	error	infinite	1.14	7
#000000	1	2.19868662930376	finite	error	finite	0.54	7
#000000	1	2.21643272732406	infinite	error	infinite	1.18	7
#000000	1	2.23868662930376	finite	error	finite	0.58	7
#000000	1	2.25643272732406	infinite	error	infinite	1.22	7
#000000	1	2.27868662930376	finite	error	finite	0.62	7
#000000	1	2.29643272732406	infinite	error	infinite	1.26	7
#000000	1	2.31868662930376	finite	error	finite	0.66	7
#000000	1	2.33643272732406	infinite	error	infinite	1.3	7
#000000	1	2.35868662930376	finite	error	finite	0.7	7
#000000	1	2.37643272732406	infinite	error	infinite	1.34	7
#000000	1	2.39868662930376	finite	error	finite	0.74	7
#000000	1	2.41643272732406	infinite	error	infinite	1.38	7
#000000	1	2.43868662930376	finite	error	finite	0.78	7
#000000	1	2.45643272732406	infinite	error	infinite	1.42	7
#000000	1	2.47868662930376	finite	error	finite	0.82	7
#000000	1	2.49643272732406	infinite	error	infinite	1.46	7
#000000	1	2.51868662930376	finite	error	finite	0.86	7
#000000	1	2.53643272732406	infinite	error	infinite	1.5	7
#000000	1	2.55868662930376	finite	error	finite	0.9	7
#000000	1	2.57643272732406	infinite	error	infinite	1.54	7
#000000	1	2.59868662930376	finite	error	finite	0.94	7
#000000	1	2.61643272732406	infinite	error	infinite	1.58	7
#000000	1	2.63868662930376	finite	error	finite	0.98	7
#000000	1	2.65643272732406	infinite	error	infinite	1.62	7
#000000	1	2.67868662930376	finite	error	finite	1.02	7
#000000	1	2.69643272732406	infinite	error	infinite	1.66	7
#000000	1	2.71868662930376	finite	error	finite	1.06	7
#000000	1	2.73643272732406	infinite	error	infinite	1.7	7
#000000	1	2.75868662930376	finite	error	finite	1.1	7
#000000	1	2.77643272732406	infinite	error	infinite	1.74	7
#000000	1	2.79868662930376	finite	error	finite	1.14	7
#000000	1	2.81643272732406	infinite	error	infinite	1.78	7
#000000	1	2.83868662930376	finite	error	finite	1.18	7
#000000	1	2.85643272732406	infinite	error	infinite	1.82	7
#000000	1	2.87868662930376	finite	error	finite	1.22	7
#000000	1	2.89643272732406	infinite	error	infinite	1.86	7
#000000	1	2.91868662930376	finite	error	finite	1.26	7
#000000	1	2.93643272732406	infinite	error	infinite	1.9	7
#000000	1	2.95868662930376	finite	error	finite	1.3	7
#000000	1	2.97643272732406	infinite	error	infinite	1.94	7
#000000	1	2.99868662930376	finite	error	finite	1.34	7
#000000	1	3.01643272732406	infinite	error	infinite	1.98	7
#000000	1	3.03868662930376	finite	error	finite	1.38	7
#000000	1	3.07868662930376	finite	error	finite	1.42	7
#000000	1	3.11868662930376	finite	error	finite	1.46	7
#000000	1	3.15868662930376	finite	error	finite	1.5	7
#000000	1	3.19868662930376	finite	error	finite	1.54	7
#000000	1	3.23868662930376	finite	error	finite	1.58	7
#000000	1	3.27868662930376	finite	error	finite	1.62	7
#000000	1	3.31868662930376	finite	error	finite	1.66	7
#000000	1	3.35868662930376	finite	error	finite	1.7	7
#000000	1	3.39868662930376	finite	error	finite	1.74	7
#000000	1	3.43868662930376	finite	error	finite	1.78	7
#000000	1	3.47868662930376	finite	error	finite	1.82	7
#000000	1	3.51868662930376	finite	error	finite	1.86	7
#000000	1	3.55868662930376	finite	error	finite	1.9	7
#000000	1	3.59868662930376	finite	error	finite	1.94	7
#000000	1	3.63868662930376	finite	error	finite	1.98	7
#FFFFFF	0	-3.40578371477536	infinite	correct	infinite	-2.1	8
#FFFFFF	0	-3.36578371477536	infinite	correct	infinite	-2.06	8
#FFFFFF	0	-3.32578371477536	infinite	correct	infinite	-2.02	8
#FFFFFF	0	-3.28578371477536	infinite	correct	infinite	-1.98	8
#FFFFFF	0	-3.24578371477536	infinite	correct	infinite	-1.94	8
#FFFFFF	0	-3.20578371477536	infinite	correct	infinite	-1.9	8
#FFFFFF	0	-3.16578371477536	infinite	correct	infinite	-1.86	8
#FFFFFF	0	-3.12578371477536	infinite	correct	infinite	-1.82	8
#FFFFFF	0	-3.08578371477536	infinite	correct	infinite	-1.78	8
#FFFFFF	0	-3.04578371477536	infinite	correct	infinite	-1.74	8
#FFFFFF	0	-3.00578371477536	infinite	correct	infinite	-1.7	8
#FFFFFF	0	-2.96578371477536	infinite	correct	infinite	-1.66	8
#FFFFFF	0	-2.92578371477536	infinite	correct	infinite	-1.62	8
#FFFFFF	0	-2.88578371477536	infinite	correct	infinite	-1.58	8
#FFFFFF	0	-2.84578371477536	infinite	correct	infinite	-1.54	8
#FFFFFF	0	-2.80578371477536	infinite	correct	infinite	-1.5	8
#FFFFFF	0	-2.76578371477536	infinite	correct	infinite	-1.46	8
#FFFFFF	0	-2.72578371477536	infinite	correct	infinite	-1.42	8
#FFFFFF	0	-2.68578371477536	infinite	correct	infinite	-1.38	8
#FFFFFF	0	-2.66466670881222	finite	correct	finite	-2.1	8
#FFFFFF	0	-2.64578371477536	infinite	correct	infinite	-1.34	8
#FFFFFF	0	-2.62466670881222	finite	correct	finite	-2.06	8
#FFFFFF	0	-2.60578371477536	infinite	correct	infinite	-1.3	8
#FFFFFF	0	-2.58466670881222	finite	correct	finite	-2.02	8
#FFFFFF	0	-2.56578371477536	infinite	correct	infinite	-1.26	8
#FFFFFF	0	-2.54466670881222	finite	correct	finite	-1.98	8
#FFFFFF	0	-2.52578371477536	infinite	correct	infinite	-1.22	8
#FFFFFF	0	-2.50466670881222	finite	correct	finite	-1.94	8
#FFFFFF	0	-2.48578371477536	infinite	correct	infinite	-1.18	8
#FFFFFF	0	-2.46466670881222	finite	correct	finite	-1.9	8
#FFFFFF	0	-2.44578371477536	infinite	correct	infinite	-1.14	8
#FFFFFF	0	-2.42466670881222	finite	correct	finite	-1.86	8
#FFFFFF	0	-2.40578371477536	infinite	correct	infinite	-1.1	8
#FFFFFF	0	-2.38466670881222	finite	correct	finite	-1.82	8
#FFFFFF	0	-2.36578371477536	infinite	correct	infinite	-1.06	8
#FFFFFF	0	-2.34466670881222	finite	correct	finite	-1.78	8
#FFFFFF	0	-2.32578371477536	infinite	correct	infinite	-1.02	8
#FFFFFF	0	-2.30466670881222	finite	correct	finite	-1.74	8
#FFFFFF	0	-2.28578371477536	infinite	correct	infinite	-0.98	8
#FFFFFF	0	-2.26466670881222	finite	correct	finite	-1.7	8
#FFFFFF	0	-2.24578371477536	infinite	correct	infinite	-0.94	8
#FFFFFF	0	-2.22466670881222	finite	correct	finite	-1.66	8
#FFFFFF	0	-2.20578371477536	infinite	correct	infinite	-0.9	8
#FFFFFF	0	-2.18466670881222	finite	correct	finite	-1.62	8
#FFFFFF	0	-2.16578371477536	infinite	correct	infinite	-0.86	8
#FFFFFF	0	-2.14466670881222	finite	correct	finite	-1.58	8
#FFFFFF	0	-2.12578371477536	infinite	correct	infinite	-0.82	8
#FFFFFF	0	-2.10466670881222	finite	correct	finite	-1.54	8
#FFFFFF	0	-2.08578371477536	infinite	correct	infinite	-0.78	8
#FFFFFF	0	-2.06466670881222	finite	correct	finite	-1.5	8
#FFFFFF	0	-2.04578371477536	infinite	correct	infinite	-0.74	8
#FFFFFF	0	-2.02466670881222	finite	correct	finite	-1.46	8
#FFFFFF	0	-2.00578371477536	infinite	correct	infinite	-0.7	8
#FFFFFF	0	-1.98466670881222	finite	correct	finite	-1.42	8
#FFFFFF	0	-1.96578371477536	infinite	correct	infinite	-0.66	8
#FFFFFF	0	-1.94466670881222	finite	correct	finite	-1.38	8
#FFFFFF	0	-1.92578371477536	infinite	correct	infinite	-0.62	8
#FFFFFF	0	-1.90466670881222	finite	correct	finite	-1.34	8
#FFFFFF	0	-1.88578371477536	infinite	correct	infinite	-0.58	8
#FFFFFF	0	-1.86466670881222	finite	correct	finite	-1.3	8
#FFFFFF	0	-1.84578371477536	infinite	correct	infinite	-0.54	8
#FFFFFF	0	-1.82466670881222	finite	correct	finite	-1.26	8
#FFFFFF	0	-1.80578371477536	infinite	correct	infinite	-0.5	8
#FFFFFF	0	-1.78466670881222	finite	correct	finite	-1.22	8
#FFFFFF	0	-1.76578371477536	infinite	correct	infinite	-0.46	8
#FFFFFF	0	-1.74466670881222	finite	correct	finite	-1.18	8
#FFFFFF	0	-1.72578371477536	infinite	correct	infinite	-0.42	8
#FFFFFF	0	-1.70466670881222	finite	correct	finite	-1.14	8
#FFFFFF	0	-1.68578371477536	infinite	correct	infinite	-0.38	8
#FFFFFF	0	-1.66466670881222	finite	correct	finite	-1.1	8
#FFFFFF	0	-1.64578371477536	infinite	correct	infinite	-0.34	8
#FFFFFF	0	-1.62466670881222	finite	correct	finite	-1.06	8
#FFFFFF	0	-1.60578371477536	infinite	correct	infinite	-0.3	8
#FFFFFF	0	-1.58466670881222	finite	correct	finite	-1.02	8
#FFFFFF	0	-1.56578371477536	infinite	correct	infinite	-0.26	8
#FFFFFF	0	-1.54466670881222	finite	correct	finite	-0.98	8
#FFFFFF	0	-1.52578371477536	infinite	correct	infinite	-0.22	8
#FFFFFF	0	-1.50466670881222	finite	correct	finite	-0.94	8
#FFFFFF	0	-1.48578371477536	infinite	correct	infinite	-0.18	8
#FFFFFF	0	-1.46466670881222	finite	correct	finite	-0.9	8
#FFFFFF	0	-1.44578371477536	infinite	correct	infinite	-0.14	8
#FFFFFF	0	-1.42466670881222	finite	correct	finite	-0.86	8
#FFFFFF	0	-1.40578371477536	infinite	correct	infinite	-0.1	8
#FFFFFF	0	-1.38466670881222	finite	correct	finite	-0.82	8
#FFFFFF	0	-1.36578371477536	infinite	correct	infinite	-0.0600000000000001	8
#FFFFFF	0	-1.34466670881222	finite	correct	finite	-0.78	8
#FFFFFF	0	-1.32578371477536	infinite	correct	infinite	-0.02	8
#FFFFFF	0	-1.30466670881222	finite	correct	finite	-0.74	8
#FFFFFF	0	-1.28578371477536	infinite	correct	infinite	0.02	8
#FFFFFF	0	-1.26466670881222	finite	correct	finite	-0.7	8
#FFFFFF	0	-1.24578371477536	infinite	correct	infinite	0.0600000000000001	8
#FFFFFF	0	-1.22466670881222	finite	correct	finite	-0.66	8
#FFFFFF	0	-1.20578371477536	infinite	correct	infinite	0.1	8
#000000	1	-1.20578371477536	infinite	error	infinite	0.1	8
#000000	1	-1.18466670881222	finite	error	finite	-0.62	8
#000000	1	-1.16578371477536	infinite	error	infinite	0.14	8
#000000	1	-1.14466670881222	finite	error	finite	-0.58	8
#000000	1	-1.12578371477536	infinite	error	infinite	0.18	8
#000000	1	-1.10466670881222	finite	error	finite	-0.54	8
#000000	1	-1.08578371477536	infinite	error	infinite	0.22	8
#000000	1	-1.06466670881222	finite	error	finite	-0.5	8
#000000	1	-1.04578371477536	infinite	error	infinite	0.26	8
#000000	1	-1.02466670881222	finite	error	finite	-0.46	8
#000000	1	-1.00578371477536	infinite	error	infinite	0.3	8
#000000	1	-0.98466670881222	finite	error	finite	-0.42	8
#000000	1	-0.965783714775361	infinite	error	infinite	0.34	8
#000000	1	-0.94466670881222	finite	error	finite	-0.38	8
#000000	1	-0.925783714775361	infinite	error	infinite	0.38	8
#000000	1	-0.90466670881222	finite	error	finite	-0.34	8
#000000	1	-0.885783714775361	infinite	error	infinite	0.42	8
#000000	1	-0.86466670881222	finite	error	finite	-0.3	8
#000000	1	-0.845783714775361	infinite	error	infinite	0.46	8
#000000	1	-0.82466670881222	finite	error	finite	-0.26	8
#000000	1	-0.80578371477536	infinite	error	infinite	0.5	8
#000000	1	-0.78466670881222	finite	error	finite	-0.22	8
#000000	1	-0.76578371477536	infinite	error	infinite	0.54	8
#000000	1	-0.74466670881222	finite	error	finite	-0.18	8
#000000	1	-0.72578371477536	infinite	error	infinite	0.58	8
#000000	1	-0.70466670881222	finite	error	finite	-0.14	8
#FFFFFF	0	-0.68578371477536	infinite	correct	infinite	0.62	8
#FFFFFF	0	-0.66466670881222	finite	correct	finite	-0.1	8
#FFFFFF	0	-0.64578371477536	infinite	correct	infinite	0.66	8
#FFFFFF	0	-0.62466670881222	finite	correct	finite	-0.0600000000000001	8
#FFFFFF	0	-0.60578371477536	infinite	correct	infinite	0.7	8
#FFFFFF	0	-0.58466670881222	finite	correct	finite	-0.02	8
#FFFFFF	0	-0.565783714775361	infinite	correct	infinite	0.74	8
#FFFFFF	0	-0.54466670881222	finite	correct	finite	0.02	8
#FFFFFF	0	-0.525783714775361	infinite	correct	infinite	0.78	8
#FFFFFF	0	-0.50466670881222	finite	correct	finite	0.0600000000000001	8
#FFFFFF	0	-0.485783714775361	infinite	correct	infinite	0.82	8
#FFFFFF	0	-0.46466670881222	finite	correct	finite	0.1	8
#FFFFFF	0	-0.44578371477536	infinite	correct	infinite	0.86	8
#000000	1	-0.42466670881222	finite	error	finite	0.14	8
#000000	1	-0.40578371477536	infinite	error	infinite	0.9	8
#000000	1	-0.38466670881222	finite	error	finite	0.18	8
#000000	1	-0.36578371477536	infinite	error	infinite	0.94	8
#000000	1	-0.34466670881222	finite	error	finite	0.22	8
#000000	1	-0.32578371477536	infinite	error	infinite	0.98	8
#000000	1	-0.30466670881222	finite	error	finite	0.26	8
#000000	1	-0.28578371477536	infinite	error	infinite	1.02	8
#000000	1	-0.26466670881222	finite	error	finite	0.3	8
#000000	1	-0.24578371477536	infinite	error	infinite	1.06	8
#000000	1	-0.22466670881222	finite	error	finite	0.34	8
#000000	1	-0.20578371477536	infinite	error	infinite	1.1	8
#000000	1	-0.18466670881222	finite	error	finite	0.38	8
#000000	1	-0.16578371477536	infinite	error	infinite	1.14	8
#000000	1	-0.14466670881222	finite	error	finite	0.42	8
#000000	1	-0.12578371477536	infinite	error	infinite	1.18	8
#000000	1	-0.10466670881222	finite	error	finite	0.46	8
#000000	1	-0.0857837147753602	infinite	error	infinite	1.22	8
#000000	1	-0.0646667088122201	finite	error	finite	0.5	8
#000000	1	-0.0457837147753606	infinite	error	infinite	1.26	8
#000000	1	-0.0246667088122201	finite	error	finite	0.54	8
#000000	1	-0.00578371477536055	infinite	error	infinite	1.3	8
#000000	1	0.0153332911877799	finite	error	finite	0.58	8
#000000	1	0.0342162852246395	infinite	error	infinite	1.34	8
#000000	1	0.05533329118778	finite	error	finite	0.62	8
#000000	1	0.0742162852246395	infinite	error	infinite	1.38	8
#000000	1	0.09533329118778	finite	error	finite	0.66	8
#000000	1	0.11421628522464	infinite	error	infinite	1.42	8
#000000	1	0.13533329118778	finite	error	finite	0.7	8
#000000	1	0.15421628522464	infinite	error	infinite	1.46	8
#000000	1	0.17533329118778	finite	error	finite	0.74	8
#000000	1	0.19421628522464	infinite	error	infinite	1.5	8
#000000	1	0.21533329118778	finite	error	finite	0.78	8
#000000	1	0.23421628522464	infinite	error	infinite	1.54	8
#000000	1	0.25533329118778	finite	error	finite	0.82	8
#000000	1	0.27421628522464	infinite	error	infinite	1.58	8
#000000	1	0.29533329118778	finite	error	finite	0.86	8
#000000	1	0.31421628522464	infinite	error	infinite	1.62	8
#000000	1	0.33533329118778	finite	error	finite	0.9	8
#000000	1	0.35421628522464	infinite	error	infinite	1.66	8
#000000	1	0.37533329118778	finite	error	finite	0.94	8
#000000	1	0.39421628522464	infinite	error	infinite	1.7	8
#000000	1	0.41533329118778	finite	error	finite	0.98	8
#000000	1	0.434216285224639	infinite	error	infinite	1.74	8
#000000	1	0.45533329118778	finite	error	finite	1.02	8
#000000	1	0.47421628522464	infinite	error	infinite	1.78	8
#000000	1	0.49533329118778	finite	error	finite	1.06	8
#000000	1	0.51421628522464	infinite	error	infinite	1.82	8
#000000	1	0.53533329118778	finite	error	finite	1.1	8
#000000	1	0.55421628522464	infinite	error	infinite	1.86	8
#000000	1	0.57533329118778	finite	error	finite	1.14	8
#000000	1	0.59421628522464	infinite	error	infinite	1.9	8
#000000	1	0.61533329118778	finite	error	finite	1.18	8
#000000	1	0.63421628522464	infinite	error	infinite	1.94	8
#000000	1	0.65533329118778	finite	error	finite	1.22	8
#000000	1	0.67421628522464	infinite	error	infinite	1.98	8
#000000	1	0.69533329118778	finite	error	finite	1.26	8
#000000	1	0.73533329118778	finite	error	finite	1.3	8
#000000	1	0.77533329118778	finite	error	finite	1.34	8
#000000	1	0.81533329118778	finite	error	finite	1.38	8
#000000	1	0.85533329118778	finite	error	finite	1.42	8
#000000	1	0.89533329118778	finite	error	finite	1.46	8
#000000	1	0.93533329118778	finite	error	finite	1.5	8
#000000	1	0.97533329118778	finite	error	finite	1.54	8
#000000	1	1.01533329118778	finite	error	finite	1.58	8
#000000	1	1.05533329118778	finite	error	finite	1.62	8
#000000	1	1.09533329118778	finite	error	finite	1.66	8
#000000	1	1.13533329118778	finite	error	finite	1.7	8
#000000	1	1.17533329118778	finite	error	finite	1.74	8
#000000	1	1.21533329118778	finite	error	finite	1.78	8
#000000	1	1.25533329118778	finite	error	finite	1.82	8
#000000	1	1.29533329118778	finite	error	finite	1.86	8
#000000	1	1.33533329118778	finite	error	finite	1.9	8
#000000	1	1.37533329118778	finite	error	finite	1.94	8
#000000	1	1.41533329118778	finite	error	finite	1.98	8
